content,score
"entropy never decreases. things rot. so did this thing. reminds those progressively dementing masters of this world its bosses (openai executives) constantly suck up to. it was fun, until it stopped. life goes on, and chatgpt goes the other way. it once again confirmed my feeling that it's worth growing your own brain:)",1
watching this AI engine get stupider and stupider has been very interesting. like a child realizing it doesnt need to actually do the work and can just lie/gaslight its way through things,1
"I paid for a ChatGPT Plus subscription, but the service was never activated. Despite multiple attempts to resolve the issue and providing full payment details, support failed to properly investigate and continued to send generic, unhelpful replies. The only “solution” offered was to subscribe again, meaning I would have to pay twice. This reflects very poorly on both billing reliability and customer support.",1
The gpt chat is openly lying to me and won't admit its mistakes.,2
"Honestly very disappointed with this app. The information provided is often incorrect or inconsistent, especially for simple queries like sports schedules. I asked multiple times and received different answers each time, which caused confusion and wasted my time. An AI app should be reliable, but this one frequently gives wrong or outdated information. There is a serious need for improvement in accuracy and verification of responses. I hope the developers fix these issues soon, otherwise it’s ha",1
Nice but Ceo is ready for usa weapons automatically turn on by ai.,1
voice operation not working since March 30 update.,1
very bad app off the world,1
so bad . Even can't show maths problem correctly..,1
gives us wrong answers and gives us not good photos and things,1
Last version 2Apr2026 crashes every time on Samsung android,1
I told it to only use words from a list I was practicing translating. It kept using words not on the list. Kept apologizing for using words not on list. ChatGPT is great if you want a boot licking clanker to praise you for made up word slop.,1
wrost app give wrong answers,1
"send a message vis ""report a bug"" in the app, about not being able to clear or edit the memories with Chatgpt and this was over a week ago. still cant save anything new and I use this for both business and personal. Just doesn't seem like they care about paying customers issues.",1
"It doesn't understand scripts, sometimes it doesn't do what I tell it to do, forgetful memory and yeah, it generates text or images that don't follow your description, it's really annoying how we need to pay for a better ai, the free ai barely functions for me. Also, when my limit for images pops up, I lose the ability to text even without using images.",2
gemini Ai is the best,2
this apps very nice wow 👍,1
It's bad especially when you have to pay for it,1
"sudden drop in story writing quality while im using it! the story writing quality is simply getting worse! Extremely short paragraphs, sometimes only one sentence each, making them choppy and amateurish. dialogue barely has any emotion, bland and not at all immersive!",1
